Complaint ID,Product,Issue,Company,State,ZIP code
3232841,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,AL,36108
3233909,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,MN,554XX
3233317,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,IL,60612
3233726,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,EQUIFAX INC,NC,278XX
3233327,Student loan,Dealing lender servicer,Western Benefits Group LLC,MA,01420
3232850,Checking savings account,Problem lender company charging account,Omni Financial Group Inc,TX,75155
3233745,Checking savings account,Opening account,NAVY FEDERAL CREDIT UNION,CA,914XX
3233660,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,NJ,078XX
3234118,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,SC,292XX
3234154,Debt collection,Attempts collect debt owed,Diversified Consultants Inc,IL,604XX
3233515,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,NY,113XX
3233265,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,33073
3232824,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,CT,06825
3232998,Credit card prepaid card,Closing account,CITIBANK NA,CO,806XX
3232910,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,MN,553XX
3233100,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,CIG FINANCIAL LLC,CA,92346
3232920,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,MN,553XX
3232636,Checking savings account,Managing account,WELLS FARGO  COMPANY,CA,928XX
3232656,Credit card prepaid card,Problem purchase shown statement,AMERICAN EXPRESS COMPANY,FL,336XX
3233075,Debt collection,Attempts collect debt owed,Ability Recovery Services LLC,CO,810XX
3232676,Credit card prepaid card,Getting credit card,SYNCHRONY FINANCIAL,TN,380XX
3233211,Credit reporting credit repair services personal consumer reports,Improper use report,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,77007
3232905,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,786XX
3233233,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,333XX
3232878,Debt collection,Attempts collect debt owed,MRS BPO LLC,LA,70115
3233031,Credit card prepaid card,Getting credit card,IC System Inc,AZ,857XX
3233217,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,77017
3233179,Debt collection,Attempts collect debt owed,Convergent Resources Inc,MN,553XX
3232589,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,GA,302XX
3232618,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,333XX
3232902,Debt collection,Took threatened take negative legal action,Harvard Collections LLC,FL,333XX
3233205,Credit reporting credit repair services personal consumer reports,Improper use report,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,77007
3233113,Student loan,Getting loan,Social Finance Inc,CT,068XX
3233091,Debt collection,Written notification debt,First Credit Services Inc,MD,208XX
3233088,Debt collection,Took threatened take negative legal action,CURO Intermediate Holdings,CA,923XX
3232918,Debt collection,Attempts collect debt owed,Sequium Asset Solutions LLC,UT,846XX
3232981,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,77020
3233155,Credit reporting credit repair services personal consumer reports,Improper use report,CORELOGIC INC,FL,33625
3233174,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,77388
3232913,Credit reporting credit repair services personal consumer reports,Incorrect information report,Monterey Financial Services LLC,CA,92656
3232942,Credit card prepaid card,Getting credit card,BARCLAYS BANK DELAWARE,IL,606XX
3232996,Debt collection,Attempts collect debt owed,Diversified Consultants Inc,FL,346XX
3233140,Debt collection,Written notification debt,BC SERVICES INC,CO,80047
3233062,Mortgage,Trouble payment process,PHH Mortgage Services Corporation,CT,060XX
3233059,Student loan,Struggling repay loan,NELNET INC,VA,20147
3233221,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,NY,11040
3232634,Debt collection,Threatened contact someone share information improperly,ALLY FINANCIAL INC,MO,633XX
3233136,Credit reporting credit repair services personal consumer reports,Improper use report,Continental Finance Company LLC,TX,77007
3233127,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,InstaCredit Auto Mart Inc dba InstaCredit Automart,MO,63640
3233116,Mortgage,Struggling pay mortgage,BAYVIEW LOAN SERVICING LLC,IA,528XX
3232932,Debt collection,Attempts collect debt owed,J J Marshall  Associates Inc,MI,48213
3232921,Debt collection,Attempts collect debt owed,Green  Sons Agency Inc,UT,841XX
3232954,Debt collection,Took threatened take negative legal action,HCFS Health Care Financial Services Inc,FL,334XX
3233204,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,AZ,864XX
3233057,Credit reporting credit repair services personal consumer reports,Incorrect information report,SANTANDER BANK NATIONAL ASSOCIATION,AR,720XX
3233015,Debt collection,Attempts collect debt owed,Debt Recovery Solutions LLC,LA,70122
3232718,Credit reporting credit repair services personal consumer reports,Incorrect information report,ALLY FINANCIAL INC,TX,77020
3233076,Debt collection,Communication tactics,American Coradius International LLC,ME,041XX
3232943,Money transfer virtual currency money service,Fraud scam,SQUARE INC,FL,330XX
3233173,Debt collection,Attempts collect debt owed,Aldous  Associates PLLC,MN,553XX
3233193,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,333XX
3232909,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,33782
3233039,Credit card prepaid card,Problem making payments,SYNCHRONY FINANCIAL,CA,940XX
3233215,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,MO,63640
3233213,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,330XX
3232625,Debt collection,Took threatened take negative legal action,WELLS FARGO  COMPANY,CA,941XX
3233168,Credit reporting credit repair services personal consumer reports,Improper use report,TRANSUNION INTERMEDIATE HOLDINGS INC,NC,270XX
3233067,Debt collection,Attempts collect debt owed,RentDebt Automated Collections LLC,FL,33647
3232652,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,330XX
3233194,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,CO,80132
3233224,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,IL,606XX
3233151,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,NC,270XX
3233218,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,331XX
3232997,Debt collection,Attempts collect debt owed,The CMI Group Inc,TX,794XX
3233226,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,IL,606XX
3232917,Credit reporting credit repair services personal consumer reports,Incorrect information report,CL HOLDINGS LLC,CA,926XX
3232922,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,CA,93458
3232104,Money transfer virtual currency money service,Fraud scam,WELLS FARGO  COMPANY,CA,957XX
3232120,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,EQUIFAX INC,AZ,85251
3232388,Credit reporting credit repair services personal consumer reports,Improper use report,Heritage Financial Group Inc,IL,60137
3232172,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,911XX
3232164,Credit reporting credit repair services personal consumer reports,Improper use report,TRANSUNION INTERMEDIATE HOLDINGS INC,TX,770XX
3232091,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,Jon Barry and Associates Inc,NC,28215
3232421,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,339XX
3232148,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,CA,926XX
3232453,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,NY,11429
3232283,Credit reporting credit repair services personal consumer reports,Unable get credit report credit score,EQUIFAX INC,PA,19128
3232180,Credit reporting credit repair services personal consumer reports,Incorrect information report,Experian Information Solutions Inc,CA,913XX
3232507,Credit card prepaid card,Fees interest,CAPITAL ONE FINANCIAL CORPORATION,CA,92801
3232554,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,FL,331XX
3232552,Credit reporting credit repair services personal consumer reports,Incorrect information report,Experian Information Solutions Inc,FL,331XX
3232079,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,FL,331XX
3232345,Mortgage,Improper use report,Credit Technologies Inc,GA,30252
3232299,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,NY,11435
3232353,Debt collection,Attempts collect debt owed,ONLINE Information Services Inc,TN,381XX
3232550,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,OH,432XX
3232116,Credit reporting credit repair services personal consumer reports,Incorrect information report,Diversified Consultants Inc,IA,52404
3232242,Credit reporting credit repair services personal consumer reports,Incorrect information report,Experian Information Solutions Inc,IL,605XX
3232370,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,NC,27610
3232103,Credit reporting credit repair services personal consumer reports,Incorrect information report,Experian Information Solutions Inc,GA,300XX
3232235,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,Experian Information Solutions Inc,FL,330XX
3232561,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,Experian Information Solutions Inc,AZ,85710
3232319,Debt collection,Written notification debt,CarterYoung Inc,GA,303XX
3232059,Debt collection,Attempts collect debt owed,Diaz  Associates Inc,LA,71106
3232455,Debt collection,Written notification debt,Selip  Stylianou LLP,NY,11757
3232064,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,TX,75025
3232520,Credit reporting credit repair services personal consumer reports,Incorrect information report,Experian Information Solutions Inc,FL,32225
3232336,Vehicle loan lease,Improper use report,SUNTRUST BANKS INC,GA,30294
3232108,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,NC,27712
3232071,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,913XX
3232094,Debt collection,Attempts collect debt owed,EQUIFAX INC,LA,70126
3232555,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,FL,333XX
3232054,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,910XX
3232491,Credit reporting credit repair services personal consumer reports,Credit monitoring identity theft protection services,Experian Information Solutions Inc,PA,194XX
3232041,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,910XX
3232167,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,MS,389XX
3232126,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,GA,30126
3232539,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,NY,114XX
3232318,Credit reporting credit repair services personal consumer reports,Improper use report,TRANSUNION INTERMEDIATE HOLDINGS INC,NC,270XX
3232364,Credit reporting credit repair services personal consumer reports,Improper use report,ALLY FINANCIAL INC,GA,30252
3232142,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,TX,75043
3232202,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,913XX
3232173,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,CA,911XX
3232191,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,Experian Information Solutions Inc,MO,631XX
3232340,Mortgage,Improper use report,Credit Plus Inc,GA,30252
3232101,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,GA,303XX
3232244,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,IL,605XX
3232100,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,GA,300XX
3232275,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,NY,105XX
3232522,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,FL,32225
3232380,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,EQUIFAX INC,MN,553XX
3232039,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,910XX
3232218,Debt collection,False statements representation,SYNCHRONY FINANCIAL,NC,280XX
3232298,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,NY,11435
3232048,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,UT,847XX
3232343,Credit reporting credit repair services personal consumer reports,Improper use report,EQUIFAX INC,GA,30252
3232301,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,NC,270XX
3232280,Checking savings account,Problem caused funds low,HSBC NORTH AMERICA HOLDINGS INC,NY,10031
3232425,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,NJ,076XX
3232390,Credit reporting credit repair services personal consumer reports,Improper use report,GENERAL MOTORS FINANCIAL COMPANY INC,IL,60137
3232252,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,FL,32351
3232290,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,EQUIFAX INC,NC,270XX
3232513,Debt collection,Communication tactics,National Check Resolution Inc,CA,943XX
3232434,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,GA,30233
3235016,Mortgage,Trouble payment process,BAYVIEW LOAN SERVICING LLC,FL,33064
3232366,Credit reporting credit repair services personal consumer reports,Incorrect information report,OCWEN LOAN SERVICING LLC,IL,60137
3232073,Student loan,Dealing lender servicer,AESPHEAA,MD,209XX
3232201,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,NY,139XX
3232448,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,TX,770XX
3232315,Debt collection,Attempts collect debt owed,First Federal Credit Control,OH,44111
3232341,Checking savings account,Managing account,MT BANK CORPORATION,NY,14224
3232190,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,EQUIFAX INC,MO,631XX
3232125,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,FL,33830
3232496,Credit reporting credit repair services personal consumer reports,Improper use report,Innovis,NJ,08056
3232358,Credit reporting credit repair services personal consumer reports,Improper use report,EQUIFAX INC,GA,30252
3232494,Credit reporting credit repair services personal consumer reports,Improper use report,EQUIFAX INC,NJ,08056
3232270,Credit reporting credit repair services personal consumer reports,Improper use report,ALLY FINANCIAL INC,IL,605XX
3232112,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TekCollect Inc,PA,152XX
3232075,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,913XX
3232591,Credit card prepaid card,Other features terms problems,BARCLAYS BANK DELAWARE,OH,44011
3232414,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,TX,770XX
3232046,Student loan,Dealing lender servicer,AESPHEAA,MD,209XX
3232330,Vehicle loan lease,Improper use report,MERCEDES BENZ FINANCIAL SERVICES,GA,30294
3232582,Credit reporting credit repair services personal consumer reports,Incorrect information report,TRANSUNION INTERMEDIATE HOLDINGS INC,MN,553XX
3232306,Credit reporting credit repair services personal consumer reports,Improper use report,CORELOGIC INC,OH,43068
3232147,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,CA,926XX
3232234,Credit reporting credit repair services personal consumer reports,Problem credit reporting companys investigation existing problem,TRANSUNION INTERMEDIATE HOLDINGS INC,NC,270XX
3232528,Debt collection,Took threatened take negative legal action,The Outsource Group Inc,FL,333XX
3232467,Credit reporting credit repair services personal consumer reports,Improper use report,NAVY FEDERAL CREDIT UNION,IL,60466
3232451,Credit reporting credit repair services personal consumer reports,Incorrect information report,Experian Information Solutions Inc,NY,11429
3232117,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,GA,30126
3232556,Debt collection,Written notification debt,WAKEFIELD  ASSOCIATES INC,CO,80220
3232419,Credit reporting credit repair services personal consumer reports,Incorrect information report,EQUIFAX INC,FL,339XX
3232217,Credit card prepaid card,Other features terms problems,AMERICAN EXPRESS COMPANY,ME,044XX
3232321,Debt collection,Attempts collect debt owed,Revenue Assurance Professionals LLC,TN,381XX
3232410,Debt collection,Attempts collect debt owed,CCS Financial Services Inc,MN,55422
